Total Usuarios,Ahorro Alto (%),Ahorro Medio (%),Ahorro Bajo (%),Sin Ahorro (%),Financieramente Estable (%),En Riesgo Financiero (%),Liquidez Comprometida (%),Uso Alto de Crédito (%),Uso Moderado de Crédito (%),Uso Bajo de Crédito (%),Sin Crédito (%),Promedio de Tarjetas
21,4.0,7.0,3.0,3.0,16.0,1.0,4.0,10.0,0.0,2.0,9.0,1.0952380952380953
